"TIME","GEO","GEO_LABEL","UNIT","Value"
"2012","EL43","Kriti","Million euro","8,845.34"
"2012","EL431","Irakleio","Million euro","4,223.08"
"2012","EL432","Lasithi","Million euro","1,092.85"
"2012","EL433","Rethymni","Million euro","1,171.29"
"2012","EL434","Chania","Million euro","2,358.13"
"2013","EL","Greece","Million euro","180,654.28"
"2013","EL5","Voreia Ellada","Million euro","39,564.37"
"2013","EL51","Anatoliki Makedonia, Thraki","Million euro","7,004.48"
"2013","EL511","Evros","Million euro","1,805.41"
"2013","EL512","Xanthi","Million euro","1,215.94"
"2013","EL513","Rodopi","Million euro","1,175.89"
"2013","EL514","Drama","Million euro","1,023.19"
"2013","EL515","Thasos, Kavala","Million euro","1,784.05"
"2013","EL52","Kentriki Makedonia","Million euro","24,172.29"
"2013","EL521","Imathia","Million euro","1,586.07"
"2013","EL522","Thessaloniki","Million euro","15,492.13"
"2013","EL523","Kilkis","Million euro","900.91"
"2013","EL524","Pella","Million euro","1,601.1"
"2013","EL525","Pieria","Million euro","1,460.59"
"2013","EL526","Serres","Million euro","1,689.32"
"2013","EL527","Chalkidiki","Million euro","1,442.17"
"2013","EL53","Dytiki Makedonia","Million euro","4,398.39"
"2013","EL531","Grevena, Kozani","Million euro","2,944.44"
"2013","EL532","Kastoria","Million euro","556.51"
"2013","EL533","Florina","Million euro","897.45"
"2013","EL54","Ipeiros","Million euro","3,989.21"
"2013","EL541","Arta, Preveza","Million euro","1,517.18"
"2013","EL542","Thesprotia","Million euro","563.91"
"2013","EL543","Ioannina","Million euro","1,908.12"
"2013","EL6","Kentriki Ellada","Million euro","36,327.23"
"2013","EL61","Thessalia","Million euro","9,064.71"
"2013","EL611","Karditsa, Trikala","Million euro","2,574.49"
"2013","EL612","Larisa","Million euro","3,899.63"
"2013","EL613","Magnisia","Million euro","2,590.59"
"2013","EL62","Ionia Nisia","Million euro","3,066.45"
"2013","EL621","Zakynthos","Million euro","701.89"
"2013","EL622","Kerkyra","Million euro","1,493.03"
"2013","EL623","Ithaki, Kefallinia","Million euro","570.3"
"2013","EL624","Lefkada","Million euro","301.23"
"2013","EL63","Dytiki Ellada","Million euro","8,274.67"
"2013","EL631","Aitoloakarnania","Million euro","2,490.41"
"2013","EL632","Achaia","Million euro","4,072.18"
"2013","EL633","Ileia","Million euro","1,712.07"
"2013","EL64","Sterea Ellada","Million euro","8,074.66"
"2013","EL641","Voiotia","Million euro","2,506.45"
"2013","EL642","Evvoia","Million euro","2,758.52"
"2013","EL643","Evrytania","Million euro","201.11"
"2013","EL644","Fthiotida","Million euro","2,155.04"
"2013","EL645","Fokida","Million euro","453.53"
"2013","EL65","Peloponnisos","Million euro","7,846.75"
"2013","EL651","Argolida, Arkadia","Million euro","2,809.67"
"2013","EL652","Korinthia","Million euro","1,976.23"
"2013","EL653","Lakonia, Messinia","Million euro","3,060.86"
"2013","EL3","Attiki","Million euro","87,642.09"
"2013","EL30","Attiki","Million euro","87,642.09"
"2013","EL301","Voreios Tomeas Athinon","Million euro","15,565.45"
"2013","EL302","Dytikos Tomeas Athinon","Million euro","5,611.18"
"2013","EL303","Kentrikos Tomeas Athinon","Million euro","31,509.58"
"2013","EL304","Notios Tomeas Athinon","Million euro","10,146.46"
"2013","EL305","Anatoliki Attiki","Million euro","10,822.06"
"2013","EL306","Dytiki Attiki","Million euro","4,268.67"
"2013","EL307","Peiraias, Nisoi","Million euro","9,718.7"
"2013","EL4","Nisia Aigaiou, Kriti","Million euro","17,120.59"
"2013","EL41","Voreio Aigaio","Million euro","2,572.94"
"2013","EL411","Lesvos, Limnos","Million euro","1,356.04"
"2013","EL412","Ikaria, Samos","Million euro","559.6"
"2013","EL413","Chios","Million euro","657.3"
"2013","EL42","Notio Aigaio","Million euro","5,983.12"
"2013","EL421","Kalymnos, Karpathos, Kos, Rodos","Million euro","3,212.84"
"2013","EL422","Andros, Thira, Kea, Milos, Mykonos, Naxos, Paros, Syros, Tinos","Million euro","2,770.28"
"2013","EL43","Kriti","Million euro","8,564.52"
"2013","EL431","Irakleio","Million euro","4,160.83"
"2013","EL432","Lasithi","Million euro","1,092.86"
"2013","EL433","Rethymni","Million euro","1,147.06"
"2013","EL434","Chania","Million euro","2,163.78"
"2014","EL","Greece","Million euro","178,656.48"
"2014","EL5","Voreia Ellada","Million euro","39,134.38"
"2014","EL51","Anatoliki Makedonia, Thraki","Million euro","6,877.74"
"2014","EL511","Evros","Million euro","1,794.9"
"2014","EL512","Xanthi","Million euro","1,097.83"
"2014","EL513","Rodopi","Million euro","1,099.61"
"2014","EL514","Drama","Million euro","1,036.04"
"2014","EL515","Thasos, Kavala","Million euro","1,849.36"
"2014","EL52","Kentriki Makedonia","Million euro","23,771.4"
"2014","EL521","Imathia","Million euro","1,585.08"
"2014","EL522","Thessaloniki","Million euro","15,118.94"
"2014","EL523","Kilkis","Million euro","959.06"
"2014","EL524","Pella","Million euro","1,619.16"
"2014","EL525","Pieria","Million euro","1,407.21"
"2014","EL526","Serres","Million euro","1,642.7"
"2014","EL527","Chalkidiki","Million euro","1,439.25"
"2014","EL53","Dytiki Makedonia","Million euro","4,530.01"
"2014","EL531","Grevena, Kozani","Million euro","3,026.27"
"2014","EL532","Kastoria","Million euro","529.97"
"2014","EL533","Florina","Million euro","973.78"
"2014","EL54","Ipeiros","Million euro","3,955.23"
"2014","EL541","Arta, Preveza","Million euro","1,429.74"
"2014","EL542","Thesprotia","Million euro","558.49"
"2014","EL543","Ioannina","Million euro","1,967"
"2014","EL6","Kentriki Ellada","Million euro","36,099.4"
"2014","EL61","Thessalia","Million euro","9,114.24"
"2014","EL611","Karditsa, Trikala","Million euro","2,640.34"
"2014","EL612","Larisa","Million euro","3,929.31"
"2014","EL613","Magnisia","Million euro","2,544.58"
"2014","EL62","Ionia Nisia","Million euro","3,111.77"
"2014","EL621","Zakynthos","Million euro","696.09"
"2014","EL622","Kerkyra","Million euro","1,537.55"
"2014","EL623","Ithaki, Kefallinia","Million euro","580.84"
"2014","EL624","Lefkada","Million euro","297.29"
"2014","EL63","Dytiki Ellada","Million euro","8,195.7"
"2014","EL631","Aitoloakarnania","Million euro","2,431.2"
"2014","EL632","Achaia","Million euro","4,078.17"
"2014","EL633","Ileia","Million euro","1,686.32"
"2014","EL64","Sterea Ellada","Million euro","7,911.69"
"2014","EL641","Voiotia","Million euro","2,330.6"
"2014","EL642","Evvoia","Million euro","2,777.59"
"2014","EL643","Evrytania","Million euro","194.03"
"2014","EL644","Fthiotida","Million euro","2,167.35"
"2014","EL645","Fokida","Million euro","442.13"
"2014","EL65","Peloponnisos","Million euro","7,766.01"
"2014","EL651","Argolida, Arkadia","Million euro","2,805.05"
"2014","EL652","Korinthia","Million euro","1,885.49"
"2014","EL653","Lakonia, Messinia","Million euro","3,075.47"
"2014","EL3","Attiki","Million euro","86,047.08"
"2014","EL30","Attiki","Million euro","86,047.08"
"2014","EL301","Voreios Tomeas Athinon","Million euro","15,165.46"
"2014","EL302","Dytikos Tomeas Athinon","Million euro","5,515.8"
"2014","EL303","Kentrikos Tomeas Athinon","Million euro","30,848.18"
"2014","EL304","Notios Tomeas Athinon","Million euro","9,937.53"
"2014","EL305","Anatoliki Attiki","Million euro","10,742.7"
"2014","EL306","Dytiki Attiki","Million euro","4,209.69"
"2014","EL307","Peiraias, Nisoi","Million euro","9,627.72"
"2014","EL4","Nisia Aigaiou, Kriti","Million euro","17,375.62"
"2014","EL41","Voreio Aigaio","Million euro","2,552.55"
"2014","EL411","Lesvos, Limnos","Million euro","1,344.42"
"2014","EL412","Ikaria, Samos","Million euro","546.92"
"2014","EL413","Chios","Million euro","661.21"
"2014","EL42","Notio Aigaio","Million euro","6,042.11"
"2014","EL421","Kalymnos, Karpathos, Kos, Rodos","Million euro","3,309.27"
"2014","EL422","Andros, Thira, Kea, Milos, Mykonos, Naxos, Paros, Syros, Tinos","Million euro","2,732.84"
"2014","EL43","Kriti","Million euro","8,780.96"
"2014","EL431","Irakleio","Million euro","4,238.05"
"2014","EL432","Lasithi","Million euro","1,128.11"
"2014","EL433","Rethymni","Million euro","1,165.07"
"2014","EL434","Chania","Million euro","2,249.73"
"2015","EL","Greece","Million euro","177,258.36"
"2015","EL5","Voreia Ellada","Million euro","39,010.83"
"2015","EL51","Anatoliki Makedonia, Thraki","Million euro","6,830.77"
"2015","EL511","Evros","Million euro","1,799.55"
"2015","EL512","Xanthi","Million euro","1,085.18"
"2015","EL513","Rodopi","Million euro","1,079.36"
"2015","EL514","Drama","Million euro","1,044.84"
"2015","EL515","Thasos, Kavala","Million euro","1,821.84"
"2015","EL52","Kentriki Makedonia","Million euro","23,918.11"
"2015","EL521","Imathia","Million euro","1,534.02"
"2015","EL522","Thessaloniki","Million euro","15,352.89"
"2015","EL523","Kilkis","Million euro","933.62"
"2015","EL524","Pella","Million euro","1,566.04"
"2015","EL525","Pieria","Million euro","1,426.72"
"2015","EL526","Serres","Million euro","1,676.59"
"2015","EL527","Chalkidiki","Million euro","1,428.23"
"2015","EL53","Dytiki Makedonia","Million euro","4,336.71"
"2015","EL531","Grevena, Kozani","Million euro","2,905.14"
"2015","EL532","Kastoria","Million euro","511.87"
"2015","EL533","Florina","Million euro","919.7"
"2015","EL54","Ipeiros","Million euro","3,925.24"
"2015","EL541","Arta, Preveza","Million euro","1,424.95"
"2015","EL542","Thesprotia","Million euro","554.76"
"2015","EL543","Ioannina","Million euro","1,945.53"
"2015","EL6","Kentriki Ellada","Million euro","36,228.16"
"2015","EL61","Thessalia","Million euro","9,153.57"
"2015","EL611","Karditsa, Trikala","Million euro","2,529.5"
"2015","EL612","Larisa","Million euro","3,991.38"
"2015","EL613","Magnisia","Million euro","2,632.68"
"2015","EL62","Ionia Nisia","Million euro","3,128.53"
"2015","EL621","Zakynthos","Million euro","704.53"
"2015","EL622","Kerkyra","Million euro","1,553.42"
"2015","EL623","Ithaki, Kefallinia","Million euro","577.94"
"2015","EL624","Lefkada","Million euro","292.63"
"2015","EL63","Dytiki Ellada","Million euro","8,155.8"
"2015","EL631","Aitoloakarnania","Million euro","2,398.48"
"2015","EL632","Achaia","Million euro","4,023.27"
"2015","EL633","Ileia","Million euro","1,734.05"
"2015","EL64","Sterea Ellada","Million euro","7,960.02"
"2015","EL641","Voiotia","Million euro","2,370.35"
"2015","EL642","Evvoia","Million euro","2,801.01"
"2015","EL643","Evrytania","Million euro","194.23"
"2015","EL644","Fthiotida","Million euro","2,151.82"
"2015","EL645","Fokida","Million euro","442.6"
"2015","EL65","Peloponnisos","Million euro","7,830.24"
"2015","EL651","Argolida, Arkadia","Million euro","2,840.15"
"2015","EL652","Korinthia","Million euro","1,915.03"
"2015","EL653","Lakonia, Messinia","Million euro","3,075.06"
"2015","EL3","Attiki","Million euro","84,514.6"
"2015","EL30","Attiki","Million euro","84,514.6"
"2015","EL301","Voreios Tomeas Athinon","Million euro","14,851.56"
"2015","EL302","Dytikos Tomeas Athinon","Million euro","5,480.4"
"2015","EL303","Kentrikos Tomeas Athinon","Million euro","30,228.81"
"2015","EL304","Notios Tomeas Athinon","Million euro","9,747.57"
"2015","EL305","Anatoliki Attiki","Million euro","10,554.85"
"2015","EL306","Dytiki Attiki","Million euro","4,221.44"
"2015","EL307","Peiraias, Nisoi","Million euro","9,429.96"
"2015","EL4","Nisia Aigaiou, Kriti","Million euro","17,504.78"
"2015","EL41","Voreio Aigaio","Million euro","2,504.2"
"2015","EL411","Lesvos, Limnos","Million euro","1,331.79"
"2015","EL412","Ikaria, Samos","Million euro","527.27"
"2015","EL413","Chios","Million euro","645.14"
"2015","EL42","Notio Aigaio","Million euro","6,120.53"
"2015","EL421","Kalymnos, Karpathos, Kos, Rodos","Million euro","3,360.22"
"2015","EL422","Andros, Thira, Kea, Milos, Mykonos, Naxos, Paros, Syros, Tinos","Million euro","2,760.31"
"2015","EL43","Kriti","Million euro","8,880.05"
"2015","EL431","Irakleio","Million euro","4,235.92"
"2015","EL432","Lasithi","Million euro","1,165.47"
"2015","EL433","Rethymni","Million euro","1,191.54"
"2015","EL434","Chania","Million euro","2,287.13"
"2016","EL","Greece","Million euro","176,487.95"
"2016","EL5","Voreia Ellada","Million euro","39,014.25"
"2016","EL51","Anatoliki Makedonia, Thraki","Million euro","6,901.25"
"2016","EL511","Evros","Million euro","1,832.57"
"2016","EL512","Xanthi","Million euro","1,123.71"
"2016","EL513","Rodopi","Million euro","1,122.04"
"2016","EL514","Drama","Million euro","1,014.53"
"2016","EL515","Thasos, Kavala","Million euro","1,808.41"
"2016","EL52","Kentriki Makedonia","Million euro","24,237.43"
"2016","EL521","Imathia","Million euro","1,531.78"
"2016","EL522","Thessaloniki","Million euro","15,551.93"
"2016","EL523","Kilkis","Million euro","917.91"
"2016","EL524","Pella","Million euro","1,572.25"
"2016","EL525","Pieria","Million euro","1,420.59"
"2016","EL526","Serres","Million euro","1,677.62"
"2016","EL527","Chalkidiki","Million euro","1,565.35"
"2016","EL53","Dytiki Makedonia","Million euro","3,915.54"
"2016","EL531","Grevena, Kozani","Million euro","2,551.99"
"2016","EL532","Kastoria","Million euro","516.56"
"2016","EL533","Florina","Million euro","846.99"
"2016","EL54","Ipeiros","Million euro","3,960.03"
"2016","EL541","Arta, Preveza","Million euro","1,414.48"
"2016","EL542","Thesprotia","Million euro","532.15"
"2016","EL543","Ioannina","Million euro","2,013.4"
"2016","EL6","Kentriki Ellada","Million euro","36,432.96"
"2016","EL61","Thessalia","Million euro","9,213.91"
"2016","EL611","Karditsa, Trikala","Million euro","2,545.09"
"2016","EL612","Larisa","Million euro","4,070.12"
"2016","EL613","Magnisia","Million euro","2,598.7"
"2016","EL62","Ionia Nisia","Million euro","3,124.42"
"2016","EL621","Zakynthos","Million euro","722.26"
"2016","EL622","Kerkyra","Million euro","1,547.53"
"2016","EL623","Ithaki, Kefallinia","Million euro","566.22"
"2016","EL624","Lefkada","Million euro","288.42"
"2016","EL63","Dytiki Ellada","Million euro","8,031.87"
"2016","EL631","Aitoloakarnania","Million euro","2,359.72"
"2016","EL632","Achaia","Million euro","3,955.76"
"2016","EL633","Ileia","Million euro","1,716.38"
"2016","EL64","Sterea Ellada","Million euro","8,185.24"
"2016","EL641","Voiotia","Million euro","2,509.25"
"2016","EL642","Evvoia","Million euro","2,836.38"
"2016","EL643","Evrytania","Million euro","197.69"
"2016","EL644","Fthiotida","Million euro","2,195.7"
"2016","EL645","Fokida","Million euro","446.23"
"2016","EL65","Peloponnisos","Million euro","7,877.51"
"2016","EL651","Argolida, Arkadia","Million euro","2,789.94"
"2016","EL652","Korinthia","Million euro","2,006.19"
"2016","EL653","Lakonia, Messinia","Million euro","3,081.38"
"2016","EL3","Attiki","Million euro","83,872.31"
"2016","EL30","Attiki","Million euro","83,872.31"
"2016","EL301","Voreios Tomeas Athinon","Million euro","14,894.14"
"2016","EL302","Dytikos Tomeas Athinon","Million euro","5,472.43"
"2016","EL303","Kentrikos Tomeas Athinon","Million euro","29,870.61"
"2016","EL304","Notios Tomeas Athinon","Million euro","9,723.41"
"2016","EL305","Anatoliki Attiki","Million euro","10,518.05"
"2016","EL306","Dytiki Attiki","Million euro","4,065.53"
"2016","EL307","Peiraias, Nisoi","Million euro","9,328.15"
"2016","EL4","Nisia Aigaiou, Kriti","Million euro","17,168.43"
"2016","EL41","Voreio Aigaio","Million euro","2,455.45"
"2016","EL411","Lesvos, Limnos","Million euro","1,279.26"
"2016","EL412","Ikaria, Samos","Million euro","532"
"2016","EL413","Chios","Million euro","644.19"
"2016","EL42","Notio Aigaio","Million euro","5,980.76"
"2016","EL421","Kalymnos, Karpathos, Kos, Rodos","Million euro","3,229.86"
"2016","EL422","Andros, Thira, Kea, Milos, Mykonos, Naxos, Paros, Syros, Tinos","Million euro","2,750.9"
"2016","EL43","Kriti","Million euro","8,732.22"
"2016","EL431","Irakleio","Million euro","4,215.26"
"2016","EL432","Lasithi","Million euro","1,115.4"
"2016","EL433","Rethymni","Million euro","1,173.57"
"2016","EL434","Chania","Million euro","2,228"
"2017","EL","Greece","Million euro","180,217.59"
"2017","EL5","Voreia Ellada","Million euro","39,902.75"
"2017","EL51","Anatoliki Makedonia, Thraki","Million euro","6,938.65"
"2017","EL511","Evros","Million euro",":"
"2017","EL512","Xanthi","Million euro",":"
"2017","EL513","Rodopi","Million euro",":"
"2017","EL514","Drama","Million euro",":"
"2017","EL515","Thasos, Kavala","Million euro",":"
"2017","EL52","Kentriki Makedonia","Million euro","24,952.66"
"2017","EL521","Imathia","Million euro",":"
"2017","EL522","Thessaloniki","Million euro",":"
"2017","EL523","Kilkis","Million euro",":"
"2017","EL524","Pella","Million euro",":"
"2017","EL525","Pieria","Million euro",":"
"2017","EL526","Serres","Million euro",":"
"2017","EL527","Chalkidiki","Million euro",":"
"2017","EL53","Dytiki Makedonia","Million euro","4,010.06"
"2017","EL531","Grevena, Kozani","Million euro",":"
"2017","EL532","Kastoria","Million euro",":"
"2017","EL533","Florina","Million euro",":"
"2017","EL54","Ipeiros","Million euro","4,001.38"
"2017","EL541","Arta, Preveza","Million euro",":"
"2017","EL542","Thesprotia","Million euro",":"
"2017","EL543","Ioannina","Million euro",":"
"2017","EL6","Kentriki Ellada","Million euro","37,456.12"
"2017","EL61","Thessalia","Million euro","9,436.89"
"2017","EL611","Karditsa, Trikala","Million euro",":"
"2017","EL612","Larisa","Million euro",":"
"2017","EL613","Magnisia","Million euro",":"
"2017","EL62","Ionia Nisia","Million euro","3,158.92"
"2017","EL621","Zakynthos","Million euro",":"
"2017","EL622","Kerkyra","Million euro",":"
"2017","EL623","Ithaki, Kefallinia","Million euro",":"
"2017","EL624","Lefkada","Million euro",":"
"2017","EL63","Dytiki Ellada","Million euro","8,164.38"
"2017","EL631","Aitoloakarnania","Million euro",":"
"2017","EL632","Achaia","Million euro",":"
"2017","EL633","Ileia","Million euro",":"
"2017","EL64","Sterea Ellada","Million euro","8,552.4"
"2017","EL641","Voiotia","Million euro",":"
"2017","EL642","Evvoia","Million euro",":"
"2017","EL643","Evrytania","Million euro",":"
"2017","EL644","Fthiotida","Million euro",":"
"2017","EL645","Fokida","Million euro",":"
"2017","EL65","Peloponnisos","Million euro","8,143.53"
"2017","EL651","Argolida, Arkadia","Million euro",":"
"2017","EL652","Korinthia","Million euro",":"
"2017","EL653","Lakonia, Messinia","Million euro",":"
"2017","EL3","Attiki","Million euro","85,285.21"
"2017","EL30","Attiki","Million euro","85,285.21"
"2017","EL301","Voreios Tomeas Athinon","Million euro",":"
"2017","EL302","Dytikos Tomeas Athinon","Million euro",":"
"2017","EL303","Kentrikos Tomeas Athinon","Million euro",":"
"2017","EL304","Notios Tomeas Athinon","Million euro",":"
"2017","EL305","Anatoliki Attiki","Million euro",":"
"2017","EL306","Dytiki Attiki","Million euro",":"
"2017","EL307","Peiraias, Nisoi","Million euro",":"
"2017","EL4","Nisia Aigaiou, Kriti","Million euro","17,573.51"
"2017","EL41","Voreio Aigaio","Million euro","2,497.82"
"2017","EL411","Lesvos, Limnos","Million euro",":"
"2017","EL412","Ikaria, Samos","Million euro",":"
"2017","EL413","Chios","Million euro",":"
"2017","EL42","Notio Aigaio","Million euro","6,113.81"
"2017","EL421","Kalymnos, Karpathos, Kos, Rodos","Million euro",":"
"2017","EL422","Andros, Thira, Kea, Milos, Mykonos, Naxos, Paros, Syros, Tinos","Million euro",":"
"2017","EL43","Kriti","Million euro","8,961.88"
"2017","EL431","Irakleio","Million euro",":"
"2017","EL432","Lasithi","Million euro",":"
"2017","EL433","Rethymni","Million euro",":"
"2017","EL434","Chania","Million euro",":"
